geography,variable,concept,date,estimate
Community Transit,Bus,Transit Boardings,2010-11-01,647470
Community Transit,Bus,Transit Boardings,2010-12-01,636509
Community Transit,Bus,Transit Boardings,2011-01-01,695601
Community Transit,Bus,Transit Boardings,2011-02-01,651224
Community Transit,Bus,Transit Boardings,2011-03-01,751816
Community Transit,Bus,Transit Boardings,2011-04-01,759142
Community Transit,Bus,Transit Boardings,2011-05-01,761442
Community Transit,Bus,Transit Boardings,2011-06-01,723754
Community Transit,Bus,Transit Boardings,2011-07-01,653858
Community Transit,Bus,Transit Boardings,2011-08-01,714681
Community Transit,Bus,Transit Boardings,2011-09-01,690170
Community Transit,Bus,Transit Boardings,2011-10-01,787617
Community Transit,Bus,Transit Boardings,2011-11-01,718786
Community Transit,Bus,Transit Boardings,2011-12-01,640733
Community Transit,Bus,Transit Boardings,2012-01-01,646909
Community Transit,Bus,Transit Boardings,2012-02-01,706840
Community Transit,Bus,Transit Boardings,2012-03-01,687196
Community Transit,Bus,Transit Boardings,2012-04-01,696869
Community Transit,Bus,Transit Boardings,2012-05-01,724155
Community Transit,Bus,Transit Boardings,2012-06-01,635042
Community Transit,Bus,Transit Boardings,2012-07-01,629171
Community Transit,Bus,Transit Boardings,2012-08-01,653995
Community Transit,Bus,Transit Boardings,2012-09-01,589109
Community Transit,Bus,Transit Boardings,2012-10-01,785687
Community Transit,Bus,Transit Boardings,2012-11-01,669020
Community Transit,Bus,Transit Boardings,2012-12-01,554207
Community Transit,Bus,Transit Boardings,2013-01-01,680251
Community Transit,Bus,Transit Boardings,2013-02-01,637989
Community Transit,Bus,Transit Boardings,2013-03-01,658215
Community Transit,Bus,Transit Boardings,2013-04-01,730691
Community Transit,Bus,Transit Boardings,2013-05-01,732634
Community Transit,Bus,Transit Boardings,2013-06-01,621834
Community Transit,Bus,Transit Boardings,2013-07-01,648126
Community Transit,Bus,Transit Boardings,2013-08-01,649366
Community Transit,Bus,Transit Boardings,2013-09-01,608130
Community Transit,Bus,Transit Boardings,2013-10-01,789297
Community Transit,Bus,Transit Boardings,2013-11-01,658317
Community Transit,Bus,Transit Boardings,2013-12-01,565613
Community Transit,Bus,Transit Boardings,2014-01-01,738336
Community Transit,Bus,Transit Boardings,2014-02-01,683576
Community Transit,Bus,Transit Boardings,2014-03-01,710173
Community Transit,Bus,Transit Boardings,2014-04-01,772555
Community Transit,Bus,Transit Boardings,2014-05-01,766817
Community Transit,Bus,Transit Boardings,2014-06-01,705624
Community Transit,Bus,Transit Boardings,2014-07-01,719235
Community Transit,Bus,Transit Boardings,2014-08-01,684464
Community Transit,Bus,Transit Boardings,2014-09-01,711189
Community Transit,Bus,Transit Boardings,2014-10-01,860003
Community Transit,Bus,Transit Boardings,2014-11-01,673869
Community Transit,Bus,Transit Boardings,2014-12-01,670477
Community Transit,Bus,Transit Boardings,2015-01-01,739949
Community Transit,Bus,Transit Boardings,2015-02-01,705454
Community Transit,Bus,Transit Boardings,2015-03-01,734980
Community Transit,Bus,Transit Boardings,2015-04-01,786032
Community Transit,Bus,Transit Boardings,2015-05-01,740270
Community Transit,Bus,Transit Boardings,2015-06-01,777480
Community Transit,Bus,Transit Boardings,2015-07-01,732130
Community Transit,Bus,Transit Boardings,2015-08-01,713784
Community Transit,Bus,Transit Boardings,2015-09-01,738746
Community Transit,Bus,Transit Boardings,2015-10-01,852729
Community Transit,Bus,Transit Boardings,2015-11-01,720035
Community Transit,Bus,Transit Boardings,2015-12-01,693638
Community Transit,Bus,Transit Boardings,2016-01-01,749418
Community Transit,Bus,Transit Boardings,2016-02-01,759456
Community Transit,Bus,Transit Boardings,2016-03-01,805879
Community Transit,Bus,Transit Boardings,2016-04-01,799849
Community Transit,Bus,Transit Boardings,2016-05-01,809047
Community Transit,Bus,Transit Boardings,2016-06-01,770038
Community Transit,Bus,Transit Boardings,2016-07-01,712390
Community Transit,Bus,Transit Boardings,2016-08-01,778683
Community Transit,Bus,Transit Boardings,2016-09-01,751008
Community Transit,Bus,Transit Boardings,2016-10-01,816129
Community Transit,Bus,Transit Boardings,2016-11-01,770934
Community Transit,Bus,Transit Boardings,2016-12-01,667216
Community Transit,Bus,Transit Boardings,2017-01-01,764232
Community Transit,Bus,Transit Boardings,2017-02-01,700148
Community Transit,Bus,Transit Boardings,2017-03-01,805079
Community Transit,Bus,Transit Boardings,2017-04-01,773094
Community Transit,Bus,Transit Boardings,2017-05-01,837028
Community Transit,Bus,Transit Boardings,2017-06-01,779526
Community Transit,Bus,Transit Boardings,2017-07-01,732107
Community Transit,Bus,Transit Boardings,2017-08-01,799586
Community Transit,Bus,Transit Boardings,2017-09-01,763450
Community Transit,Bus,Transit Boardings,2017-10-01,880449
Community Transit,Bus,Transit Boardings,2017-11-01,784807
Community Transit,Bus,Transit Boardings,2017-12-01,684180
Community Transit,Bus,Transit Boardings,2018-01-01,823999
Community Transit,Bus,Transit Boardings,2018-02-01,738150
Community Transit,Bus,Transit Boardings,2018-03-01,804703
Community Transit,Bus,Transit Boardings,2018-04-01,815871
Community Transit,Bus,Transit Boardings,2018-05-01,875677
Community Transit,Bus,Transit Boardings,2018-06-01,781981
Community Transit,Bus,Transit Boardings,2018-07-01,773628
Community Transit,Bus,Transit Boardings,2018-08-01,811963
Community Transit,Bus,Transit Boardings,2018-09-01,749621
Community Transit,Bus,Transit Boardings,2018-10-01,922205
Community Transit,Bus,Transit Boardings,2018-11-01,800595
Community Transit,Bus,Transit Boardings,2018-12-01,679781
Community Transit,Bus,Transit Boardings,2019-01-01,835400
Community Transit,Bus,Transit Boardings,2019-02-01,617607
Community Transit,Bus,Transit Boardings,2019-03-01,816522
Community Transit,Bus,Transit Boardings,2019-04-01,897919
Community Transit,Bus,Transit Boardings,2019-05-01,931632
Community Transit,Bus,Transit Boardings,2019-06-01,829612
Community Transit,Bus,Transit Boardings,2019-07-01,855083
Community Transit,Bus,Transit Boardings,2019-08-01,861975
Community Transit,Bus,Transit Boardings,2019-09-01,823425
Community Transit,Bus,Transit Boardings,2019-10-01,989457
Community Transit,Bus,Transit Boardings,2019-11-01,847288
Community Transit,Bus,Transit Boardings,2019-12-01,772940
Community Transit,Bus,Transit Boardings,2020-01-01,821884
Community Transit,Bus,Transit Boardings,2020-02-01,833309
Community Transit,Bus,Transit Boardings,2020-03-01,533713
Community Transit,Bus,Transit Boardings,2020-04-01,299339
Community Transit,Bus,Transit Boardings,2020-05-01,333813
Community Transit,Bus,Transit Boardings,2020-06-01,359407
Community Transit,Bus,Transit Boardings,2020-07-01,366268
Community Transit,Bus,Transit Boardings,2020-08-01,363641
Community Transit,Bus,Transit Boardings,2020-09-01,358109
Community Transit,Bus,Transit Boardings,2020-10-01,373565
Community Transit,Bus,Transit Boardings,2020-11-01,326115
Community Transit,Bus,Transit Boardings,2020-12-01,336691
Community Transit,Bus,Transit Boardings,2021-01-01,334649
Community Transit,Bus,Transit Boardings,2021-02-01,312126
Community Transit,Bus,Transit Boardings,2021-03-01,379003
Community Transit,Bus,Transit Boardings,2021-04-01,367925
Community Transit,Bus,Transit Boardings,2021-05-01,367144
Community Transit,Bus,Transit Boardings,2021-06-01,384601
Community Transit,Bus,Transit Boardings,2021-07-01,399740
Community Transit,Bus,Transit Boardings,2021-08-01,404961
Community Transit,Bus,Transit Boardings,2021-09-01,408058
Community Transit,Bus,Transit Boardings,2021-10-01,432247
Community Transit,Bus,Transit Boardings,2021-11-01,403771
Community Transit,Bus,Transit Boardings,2021-12-01,367266
Community Transit,Bus,Transit Boardings,2022-01-01,370632
Community Transit,Bus,Transit Boardings,2022-02-01,372947
Community Transit,Bus,Transit Boardings,2022-03-01,446191
Community Transit,Bus,Transit Boardings,2022-04-01,432477
Community Transit,Bus,Transit Boardings,2022-05-01,454869
Community Transit,Bus,Transit Boardings,2022-06-01,465419
Community Transit,Bus,Transit Boardings,2022-07-01,459968
Community Transit,Bus,Transit Boardings,2022-08-01,497232
Community Transit,Bus,Transit Boardings,2022-09-01,500096
Community Transit,Bus,Transit Boardings,2022-10-01,527176
Community Transit,Bus,Transit Boardings,2022-11-01,471559
Community Transit,Bus,Transit Boardings,2022-12-01,400610
Community Transit,Bus,Transit Boardings,2023-01-01,504155
Community Transit,Bus,Transit Boardings,2023-02-01,476375
Community Transit,Bus,Transit Boardings,2023-03-01,549250
Community Transit,Bus,Transit Boardings,2023-04-01,513658
Community Transit,Vanpool,Transit Boardings,2002-01-01,64799
Community Transit,Vanpool,Transit Boardings,2002-02-01,57228
Community Transit,Vanpool,Transit Boardings,2002-03-01,59846
Community Transit,Vanpool,Transit Boardings,2002-04-01,60507
Community Transit,Vanpool,Transit Boardings,2002-05-01,57543
Community Transit,Vanpool,Transit Boardings,2002-06-01,50792
Community Transit,Vanpool,Transit Boardings,2002-07-01,53657
Community Transit,Vanpool,Transit Boardings,2002-08-01,52942
Community Transit,Vanpool,Transit Boardings,2002-09-01,47159
Community Transit,Vanpool,Transit Boardings,2002-10-01,56031
Community Transit,Vanpool,Transit Boardings,2002-11-01,47045
Community Transit,Vanpool,Transit Boardings,2002-12-01,44544
Community Transit,Vanpool,Transit Boardings,2003-01-01,55882
Community Transit,Vanpool,Transit Boardings,2003-02-01,50593
Community Transit,Vanpool,Transit Boardings,2003-03-01,54115
Community Transit,Vanpool,Transit Boardings,2003-04-01,54814
Community Transit,Vanpool,Transit Boardings,2003-05-01,49949
Community Transit,Vanpool,Transit Boardings,2003-06-01,49904
Community Transit,Vanpool,Transit Boardings,2003-07-01,50595
Community Transit,Vanpool,Transit Boardings,2003-08-01,46380
Community Transit,Vanpool,Transit Boardings,2003-09-01,47247
Community Transit,Vanpool,Transit Boardings,2003-10-01,52505
Community Transit,Vanpool,Transit Boardings,2003-11-01,40831
Community Transit,Vanpool,Transit Boardings,2003-12-01,41565
Community Transit,Vanpool,Transit Boardings,2004-01-01,41565
Community Transit,Vanpool,Transit Boardings,2004-02-01,39580
Community Transit,Vanpool,Transit Boardings,2004-03-01,57676
Community Transit,Vanpool,Transit Boardings,2004-04-01,49995
Community Transit,Vanpool,Transit Boardings,2004-05-01,47180
Community Transit,Vanpool,Transit Boardings,2004-06-01,51755
Community Transit,Vanpool,Transit Boardings,2004-07-01,47148
Community Transit,Vanpool,Transit Boardings,2004-08-01,48408
Community Transit,Vanpool,Transit Boardings,2004-09-01,48709
Community Transit,Vanpool,Transit Boardings,2004-10-01,49822
Community Transit,Vanpool,Transit Boardings,2004-11-01,47947
Community Transit,Vanpool,Transit Boardings,2004-12-01,43257
Community Transit,Vanpool,Transit Boardings,2005-01-01,50786
Community Transit,Vanpool,Transit Boardings,2005-02-01,48510
Community Transit,Vanpool,Transit Boardings,2005-03-01,56884
Community Transit,Vanpool,Transit Boardings,2005-04-01,52733
Community Transit,Vanpool,Transit Boardings,2005-05-01,55337
Community Transit,Vanpool,Transit Boardings,2005-06-01,58263
Community Transit,Vanpool,Transit Boardings,2005-07-01,49556
Community Transit,Vanpool,Transit Boardings,2005-08-01,59539
Community Transit,Vanpool,Transit Boardings,2005-09-01,44506
Community Transit,Vanpool,Transit Boardings,2005-10-01,60334
Community Transit,Vanpool,Transit Boardings,2005-11-01,59806
Community Transit,Vanpool,Transit Boardings,2005-12-01,50592
Community Transit,Vanpool,Transit Boardings,2006-01-01,61788
Community Transit,Vanpool,Transit Boardings,2006-02-01,57114
Community Transit,Vanpool,Transit Boardings,2006-03-01,78417
Community Transit,Vanpool,Transit Boardings,2006-04-01,55499
Community Transit,Vanpool,Transit Boardings,2006-05-01,63114
Community Transit,Vanpool,Transit Boardings,2006-06-01,63057
Community Transit,Vanpool,Transit Boardings,2006-07-01,55648
Community Transit,Vanpool,Transit Boardings,2006-08-01,63865
Community Transit,Vanpool,Transit Boardings,2006-09-01,57807
Community Transit,Vanpool,Transit Boardings,2006-10-01,64156
Community Transit,Vanpool,Transit Boardings,2006-11-01,55596
Community Transit,Vanpool,Transit Boardings,2006-12-01,48754
Community Transit,Vanpool,Transit Boardings,2007-01-01,64289
Community Transit,Vanpool,Transit Boardings,2007-02-01,59178
Community Transit,Vanpool,Transit Boardings,2007-03-01,63447
Community Transit,Vanpool,Transit Boardings,2007-04-01,60148
Community Transit,Vanpool,Transit Boardings,2007-05-01,64604
Community Transit,Vanpool,Transit Boardings,2007-06-01,62220
Community Transit,Vanpool,Transit Boardings,2007-07-01,58370
Community Transit,Vanpool,Transit Boardings,2007-08-01,61919
Community Transit,Vanpool,Transit Boardings,2007-09-01,56029
Community Transit,Vanpool,Transit Boardings,2007-10-01,70880
Community Transit,Vanpool,Transit Boardings,2007-11-01,63786
Community Transit,Vanpool,Transit Boardings,2007-12-01,53557
Community Transit,Vanpool,Transit Boardings,2008-01-01,72911
Community Transit,Vanpool,Transit Boardings,2008-02-01,71110
Community Transit,Vanpool,Transit Boardings,2008-03-01,71227
Community Transit,Vanpool,Transit Boardings,2008-04-01,76133
Community Transit,Vanpool,Transit Boardings,2008-05-01,73363
Community Transit,Vanpool,Transit Boardings,2008-06-01,77864
Community Transit,Vanpool,Transit Boardings,2008-07-01,81711
Community Transit,Vanpool,Transit Boardings,2008-08-01,74714
Community Transit,Vanpool,Transit Boardings,2008-09-01,62060
Community Transit,Vanpool,Transit Boardings,2008-10-01,65939
Community Transit,Vanpool,Transit Boardings,2008-11-01,68027
Community Transit,Vanpool,Transit Boardings,2008-12-01,60443
Community Transit,Vanpool,Transit Boardings,2009-01-01,77462
Community Transit,Vanpool,Transit Boardings,2009-02-01,72012
Community Transit,Vanpool,Transit Boardings,2009-03-01,79658
Community Transit,Vanpool,Transit Boardings,2009-04-01,76883
Community Transit,Vanpool,Transit Boardings,2009-05-01,67988
Community Transit,Vanpool,Transit Boardings,2009-06-01,75368
Community Transit,Vanpool,Transit Boardings,2009-07-01,70834
Community Transit,Vanpool,Transit Boardings,2009-08-01,68861
Community Transit,Vanpool,Transit Boardings,2009-09-01,70137
Community Transit,Vanpool,Transit Boardings,2009-10-01,74383
Community Transit,Vanpool,Transit Boardings,2009-11-01,65946
Community Transit,Vanpool,Transit Boardings,2009-12-01,63051
Community Transit,Vanpool,Transit Boardings,2010-01-01,70388
Community Transit,Vanpool,Transit Boardings,2010-02-01,68888
Community Transit,Vanpool,Transit Boardings,2010-03-01,79818
Community Transit,Vanpool,Transit Boardings,2010-04-01,74226
Community Transit,Vanpool,Transit Boardings,2010-05-01,67583
Community Transit,Vanpool,Transit Boardings,2010-06-01,73214
Community Transit,Vanpool,Transit Boardings,2010-07-01,65954
Community Transit,Vanpool,Transit Boardings,2010-08-01,68894
Community Transit,Vanpool,Transit Boardings,2010-09-01,69070
Community Transit,Vanpool,Transit Boardings,2010-10-01,73943
Community Transit,Vanpool,Transit Boardings,2010-11-01,67851
Community Transit,Vanpool,Transit Boardings,2010-12-01,63809
Community Transit,Vanpool,Transit Boardings,2011-01-01,72378
Community Transit,Vanpool,Transit Boardings,2011-02-01,68647
Community Transit,Vanpool,Transit Boardings,2011-03-01,82632
Community Transit,Vanpool,Transit Boardings,2011-04-01,74322
Community Transit,Vanpool,Transit Boardings,2011-05-01,75016
Community Transit,Vanpool,Transit Boardings,2011-06-01,79089
Community Transit,Vanpool,Transit Boardings,2011-07-01,68415
Community Transit,Vanpool,Transit Boardings,2011-08-01,79846
Community Transit,Vanpool,Transit Boardings,2011-09-01,74378
Community Transit,Vanpool,Transit Boardings,2011-10-01,76477
Community Transit,Vanpool,Transit Boardings,2011-11-01,75201
Community Transit,Vanpool,Transit Boardings,2011-12-01,66535
Community Transit,Vanpool,Transit Boardings,2012-01-01,71415
Community Transit,Vanpool,Transit Boardings,2012-02-01,80140
Community Transit,Vanpool,Transit Boardings,2012-03-01,85804
Community Transit,Vanpool,Transit Boardings,2012-04-01,78880
Community Transit,Vanpool,Transit Boardings,2012-05-01,83552
Community Transit,Vanpool,Transit Boardings,2012-06-01,77211
Community Transit,Vanpool,Transit Boardings,2012-07-01,73184
Community Transit,Vanpool,Transit Boardings,2012-08-01,79814
Community Transit,Vanpool,Transit Boardings,2012-09-01,68444
Community Transit,Vanpool,Transit Boardings,2012-10-01,84866
Community Transit,Vanpool,Transit Boardings,2012-11-01,75426
Community Transit,Vanpool,Transit Boardings,2012-12-01,61516
